registrar_id,hostname,ip,timestamp,gmail_proxy
5691,portal.co.mahnomen.mn.us.,136.234.14.61,2016-10-26 14:19:36.276,FALSE
5691,portal.co.mahnomen.mn.us.,136.234.14.61,2016-10-26 14:26:28.342,FALSE
5691,portal.co.mahnomen.mn.us.,136.234.14.61,2016-10-26 14:26:29.267,FALSE
3010,douglas-5520.co.douglas.mn.us.,136.234.64.1,2016-10-26 14:53:53.642,FALSE
3010,douglas-5520.co.douglas.mn.us.,136.234.64.1,2016-10-26 14:53:54.524,FALSE
3010,douglas-5520.co.douglas.mn.us.,136.234.64.1,2016-10-26 15:01:52.454,FALSE
3010,douglas-5520.co.douglas.mn.us.,136.234.64.1,2016-10-26 15:01:53.462,FALSE
7844,portal.co.pennington.mn.us.,136.234.19.6,2016-10-26 15:10:16.740,FALSE
7844,portal.co.pennington.mn.us.,136.234.19.6,2016-10-26 15:10:17.515,FALSE
2444,24-56-144-190-static.midco.net.,24.56.144.190,2016-10-26 16:11:17.397,FALSE
2444,24-56-144-190-static.midco.net.,24.56.144.190,2016-10-26 18:54:12.170,FALSE
9986,,136.234.68.55,2016-10-26 16:37:24.966,FALSE
9986,,136.234.68.55,2016-10-26 16:37:25.724,FALSE
7245,mail.blueearthcountymn.gov.,136.234.48.139,2016-10-26 19:35:26.586,FALSE
7245,mail.blueearthcountymn.gov.,136.234.48.139,2016-10-26 19:35:26.733,FALSE
6212,,136.234.17.61,2016-10-26 19:25:43.680,FALSE
6212,,136.234.17.61,2016-10-26 19:25:44.104,FALSE
6212,,136.234.17.61,2016-10-26 19:30:53.990,FALSE
6212,,136.234.17.61,2016-10-26 20:52:58.063,FALSE
7877,cpe-67-250-58-157.nyc.res.rr.com.,67.250.58.157,2016-10-27 13:11:23.862,FALSE
2818,cpe-67-250-58-157.nyc.res.rr.com.,67.250.58.157,2016-10-27 13:11:42.503,FALSE
8088,cpe-67-250-58-157.nyc.res.rr.com.,67.250.58.157,2016-10-27 13:11:50.737,FALSE
4982,cpe-67-250-58-157.nyc.res.rr.com.,67.250.58.157,2016-10-27 13:15:18.122,FALSE
8665,cpe-67-250-58-157.nyc.res.rr.com.,67.250.58.157,2016-10-27 13:29:30.021,FALSE
2400,cpe-67-250-58-157.nyc.res.rr.com.,67.250.58.157,2016-10-27 13:35:02.198,FALSE
4815,cpe-67-250-58-157.nyc.res.rr.com.,67.250.58.157,2016-10-27 13:37:08.006,FALSE
3716,,136.234.49.1,2016-10-27 14:43:15.287,FALSE
3716,,136.234.49.1,2016-10-27 14:43:15.786,FALSE
2601,,199.48.38.186,2016-10-28 18:52:57.220,FALSE
7176,,198.244.16.2,2016-10-28 21:47:17.916,FALSE
4035,,198.163.255.8,2016-10-28 23:53:55.057,FALSE
6488,google-proxy-66-102-8-198.google.com.,66.102.8.198,2016-10-30 20:41:15.118,TRUE
2101,,50.33.240.80,2016-10-31 13:42:27.442,FALSE
9273,,204.38.89.249,2016-10-31 13:43:06.794,FALSE
5981,,207.75.40.34,2016-10-31 13:52:39.193,FALSE
8004,,4.79.123.1,2016-10-31 13:54:49.302,FALSE
8613,,2600:387:b:5::89,2016-10-31 13:58:44.811,FALSE
3313,,12.187.125.4,2016-10-31 14:07:00.636,FALSE
5911,,162.246.195.213,2016-10-31 14:09:55.547,FALSE
6848,,198.85.228.129,2016-10-31 14:16:56.253,FALSE
8798,,64.25.198.111,2016-10-31 14:20:49.143,FALSE
6087,,66.211.156.9,2016-10-31 14:22:14.398,FALSE
7481,,192.110.200.82,2016-10-31 14:55:08.420,FALSE
1668,,131.156.90.194,2016-10-31 15:13:52.606,FALSE
4733,,199.27.156.251,2016-10-31 16:14:04.748,FALSE
4603,,204.196.103.1,2016-10-31 16:18:49.764,FALSE
6841,,64.215.212.210,2016-10-31 16:20:21.456,FALSE
8227,,63.174.136.60,2016-10-31 19:59:01.626,FALSE
7572,,50.105.77.73,2016-10-31 21:32:00.678,FALSE
7832,,170.94.106.194,2016-10-31 22:13:11.783,FALSE
9634,,216.226.180.40,2016-11-01 13:48:30.987,FALSE
4372,,216.226.180.42,2016-11-01 16:47:49.606,FALSE
5164,,216.226.180.40,2016-11-01 17:41:02.238,FALSE
2509,mail14.ess.barracuda.com.,64.235.154.106,2016-10-26 14:14:45.724,FALSE
6083,mail14.ess.barracuda.com.,64.235.154.141,2016-10-26 14:14:48.634,FALSE
6083,mail14.ess.barracuda.com.,156.99.196.177,2016-10-27 12:27:21.926,FALSE
8288,,136.234.80.1,2016-10-26 14:15:44.149,FALSE
8288,,136.234.80.1,2016-10-26 14:15:45.165,FALSE
7805,cpe-67-250-58-157.nyc.res.rr.com.,67.250.58.157,2016-10-26 14:17:39.885,FALSE
5470,,156.99.174.131,2016-10-26 14:17:54.283,FALSE
5470,,156.99.174.131,2016-10-26 14:17:54.989,FALSE
5470,,156.99.174.131,2016-10-26 21:16:27.715,FALSE
5228,,156.98.1.43,2016-10-26 14:23:08.246,FALSE
5228,,156.98.1.43,2016-10-26 14:23:15.080,FALSE
5228,,156.98.1.43,2016-10-26 14:23:18.806,FALSE
5228,,156.98.1.43,2016-10-26 14:23:19.012,FALSE
2044,fwoutside.co.brown.mn.us.,207.171.92.53,2016-10-26 14:10:48.630,FALSE
2044,fwoutside.co.brown.mn.us.,207.171.92.53,2016-10-26 14:10:49.436,FALSE
2044,fwoutside.co.brown.mn.us.,207.171.92.53,2016-10-26 14:29:08.972,FALSE
2044,fwoutside.co.brown.mn.us.,207.171.92.53,2016-10-26 14:30:24.249,FALSE
2044,fwoutside.co.brown.mn.us.,207.171.92.53,2016-10-26 14:30:24.479,FALSE
1607,s991.co.dakota.mn.us.,207.171.99.1,2016-10-26 14:31:02.041,FALSE
1607,s991.co.dakota.mn.us.,207.171.99.1,2016-10-26 14:31:02.957,FALSE
8202,,2600:1014:b042:67f8:600f:c9c7:ed42:7ccb,2016-10-26 14:52:58.029,FALSE
8202,,156.99.195.145,2016-10-26 16:45:11.902,FALSE
8202,,156.99.195.145,2016-10-26 16:45:14.907,FALSE
5992,,156.99.25.82,2016-10-26 16:37:01.428,FALSE
5992,,156.99.25.82,2016-10-26 16:50:26.078,FALSE
5992,,156.99.25.82,2016-10-26 16:50:27.857,FALSE
5992,,156.99.25.82,2016-10-26 16:50:27.945,FALSE
5992,,156.99.25.82,2016-10-26 19:06:26.127,FALSE
5527,vpn.co.benton.mn.us.,136.234.66.100,2016-10-26 14:19:39.698,FALSE
5527,vpn.co.benton.mn.us.,136.234.66.100,2016-10-26 14:19:39.736,FALSE
5527,vpn.co.benton.mn.us.,136.234.66.100,2016-10-26 15:48:54.771,FALSE
5527,vpn.co.benton.mn.us.,136.234.66.100,2016-10-26 19:47:01.907,FALSE
5527,vpn.co.benton.mn.us.,136.234.66.100,2016-10-26 19:47:13.733,FALSE
5527,vpn.co.benton.mn.us.,136.234.66.100,2016-10-26 19:47:34.997,FALSE
264,,136.234.57.61,2016-10-26 14:50:44.189,FALSE
264,,136.234.57.61,2016-10-26 14:50:44.471,FALSE
264,,136.234.57.61,2016-10-26 21:28:33.577,FALSE
264,,136.234.57.61,2016-10-26 21:30:22.173,FALSE
264,,136.234.57.61,2016-10-26 21:30:25.894,FALSE
264,,136.234.57.61,2016-10-26 21:30:26.642,FALSE
264,,136.234.57.61,2016-10-27 12:59:59.597,FALSE
264,,136.234.57.61,2016-10-27 13:00:05.253,FALSE
264,,136.234.57.61,2016-10-27 13:00:06.258,FALSE
264,,136.234.57.61,2016-10-27 13:01:32.731,FALSE
264,,136.234.57.61,2016-10-27 19:09:41.288,FALSE
264,,136.234.57.61,2016-10-27 19:16:01.862,FALSE
264,,136.234.57.61,2016-10-27 19:18:24.039,FALSE
264,,136.234.57.61,2016-11-01 11:15:49.786,FALSE
264,,136.234.57.61,2016-11-01 15:12:20.193,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-27 13:32:36.199,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-27 13:35:00.182,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-27 13:35:01.189,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-27 13:35:50.836,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-27 13:41:23.739,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-27 13:41:48.646,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-27 13:41:49.654,FALSE
136,co.crow-wing.mn.us.,209.212.33.24,2016-10-27 13:46:00.428,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-27 13:52:20.530,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-27 14:04:35.803,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-27 14:31:51.231,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-27 15:05:15.064,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-27 15:23:51.153,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-27 16:57:34.668,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 12:52:58.897,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 12:53:04.510,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 12:54:29.810,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 12:54:34.525,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 12:54:34.940,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 13:31:00.936,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 14:27:17.906,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 14:27:50.928,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 14:39:32.721,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 14:41:55.971,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 14:41:58.891,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 17:38:02.810,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 17:46:42.520,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-28 17:46:42.691,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-31 14:09:35.930,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-31 14:10:11.549,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-31 14:10:11.516,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-31 14:10:36.748,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-31 14:10:37.201,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-31 14:11:36.208,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-31 15:04:48.124,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-10-31 16:21:11.871,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-11-01 13:19:13.893,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-11-01 13:19:14.643,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-11-01 13:19:16.577,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-11-01 13:19:31.266,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-11-01 13:19:41.459,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-11-01 13:19:52.740,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-11-01 13:19:54.424,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-11-01 13:20:46.724,FALSE
136,co.crow-wing.mn.us.,136.234.7.5,2016-11-01 13:46:25.938,FALSE
1636,mail0.ess.barracuda.com.,64.235.153.11,2016-10-28 18:47:11.203,FALSE
2086,google-proxy-66-249-84-8.google.com.,66.249.84.8,2016-10-28 18:47:47.671,TRUE
2086,google-proxy-66-249-84-8.google.com.,67.250.58.157,2016-10-28 18:59:16.517,TRUE
6253,cpe-67-250-58-157.nyc.res.rr.com.,67.250.58.157,2016-10-28 18:48:08.172,FALSE
3841,cpe-67-250-58-157.nyc.res.rr.com.,67.250.58.157,2016-10-28 18:48:35.730,FALSE
7756,cpe-67-250-58-157.nyc.res.rr.com.,67.250.58.157,2016-10-28 18:49:05.074,FALSE
9315,cpe-67-250-58-157.nyc.res.rr.com.,67.250.58.157,2016-10-28 18:49:20.983,FALSE
7189,mail0.ess.barracuda.com.,64.235.153.7,2016-10-28 18:49:26.282,FALSE
7189,mail0.ess.barracuda.com.,199.103.32.29,2016-10-28 19:37:26.113,FALSE
5488,cpe-67-250-58-157.nyc.res.rr.com.,67.250.58.157,2016-10-28 18:49:32.923,FALSE
6510,mail14.ess.barracuda.com.,64.235.154.104,2016-10-28 18:48:32.860,FALSE
6510,mail14.ess.barracuda.com.,64.250.229.66,2016-10-28 18:49:47.398,FALSE
6510,mail14.ess.barracuda.com.,64.250.229.66,2016-10-28 18:49:49.818,FALSE
6510,mail14.ess.barracuda.com.,67.250.58.157,2016-10-28 19:00:14.089,FALSE
6836,mail.co.asotin.wa.us.,67.60.172.109,2016-10-28 18:48:57.934,FALSE
6836,mail.co.asotin.wa.us.,67.60.172.109,2016-10-28 18:51:28.298,FALSE
6836,mail.co.asotin.wa.us.,67.60.172.109,2016-10-28 18:51:29.305,FALSE
6836,mail.co.asotin.wa.us.,67.60.172.109,2016-10-28 18:53:46.962,FALSE
6836,mail.co.asotin.wa.us.,67.60.172.109,2016-10-28 18:53:46.958,FALSE
919,host-198-237-74-65.co.morrow.or.us.,198.237.74.65,2016-10-28 18:53:39.052,FALSE
919,host-198-237-74-65.co.morrow.or.us.,198.237.74.65,2016-10-28 18:53:39.409,FALSE
1135,,199.68.130.90,2016-10-28 18:54:35.115,FALSE
1135,,199.68.130.90,2016-10-28 18:54:35.599,FALSE
9523,kc.co.kern.ca.us.,206.169.45.183,2016-10-28 18:56:46.291,FALSE
3935,,12.109.138.62,2016-10-28 18:53:11.458,FALSE
3935,,67.250.58.157,2016-10-28 18:58:47.194,FALSE
8114,exchange1.mono.ca.gov.,162.252.90.173,2016-10-28 18:50:46.121,FALSE
8114,exchange1.mono.ca.gov.,162.252.90.173,2016-10-28 18:51:20.229,FALSE
8114,exchange1.mono.ca.gov.,162.252.90.173,2016-10-28 18:51:21.234,FALSE
8114,exchange1.mono.ca.gov.,162.252.90.173,2016-10-28 18:53:50.241,FALSE
8114,exchange1.mono.ca.gov.,67.250.58.157,2016-10-28 19:00:05.229,FALSE
6347,mail1.co.wahkiakum.wa.us.,198.239.82.132,2016-10-28 18:53:45.360,FALSE
6347,mail1.co.wahkiakum.wa.us.,198.239.82.132,2016-10-28 18:53:45.362,FALSE
6347,mail1.co.wahkiakum.wa.us.,67.250.58.157,2016-10-28 19:00:20.626,FALSE
7886,,64.126.141.62,2016-10-28 19:02:08.522,FALSE
7886,,64.126.141.62,2016-10-28 19:02:33.561,FALSE
7886,,64.126.141.62,2016-10-28 19:02:34.412,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-28 18:57:28.385,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-28 18:57:28.686,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-28 19:02:18.279,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-28 19:02:19.283,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-28 19:06:06.850,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-28 19:06:07.903,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-28 19:07:14.518,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-28 19:08:40.194,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-28 19:08:51.840,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-28 19:08:52.851,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-28 19:17:32.217,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-28 19:17:33.849,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-28 19:17:39.393,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-31 15:04:12.845,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-31 15:20:33.243,FALSE
3463,ip-74-127-123-98.countyofplumas.com.,74.127.123.98,2016-10-31 21:56:26.588,FALSE
5365,216-235-103-HCC-241.hcc.net.,216.235.103.241,2016-10-28 19:20:32.834,FALSE
5365,216-235-103-HCC-241.hcc.net.,216.235.103.241,2016-10-28 23:03:09.950,FALSE
9057,,209.74.223.117,2016-10-28 19:04:26.957,FALSE
9057,,209.74.223.117,2016-10-28 19:04:27.415,FALSE
9057,,209.74.223.110,2016-10-28 19:11:44.129,FALSE
9057,,209.74.223.109,2016-10-28 19:24:08.606,FALSE
9057,,209.74.223.112,2016-11-01 15:38:57.569,FALSE
9057,,209.74.223.112,2016-11-01 15:39:40.563,FALSE
8389,,64.119.6.98,2016-10-28 19:27:18.932,FALSE
8389,,64.119.6.98,2016-10-28 19:27:19.450,FALSE
7570,,2600:1010:b02a:2960:1dae:a067:9252:5add,2016-10-28 20:01:30.745,FALSE
7570,,2600:1010:b02a:2960:1dae:a067:9252:5add,2016-10-28 20:01:42.467,FALSE
9040,mail.co.cowlitz.wa.us.,65.183.210.194,2016-10-28 18:50:05.285,FALSE
9040,mail.co.cowlitz.wa.us.,65.183.210.194,2016-10-28 18:50:05.727,FALSE
9040,mail.co.cowlitz.wa.us.,65.183.210.194,2016-10-28 18:53:40.362,FALSE
9040,mail.co.cowlitz.wa.us.,65.183.210.194,2016-10-28 18:54:10.634,FALSE
9040,mail.co.cowlitz.wa.us.,67.250.58.157,2016-10-28 19:00:32.379,FALSE
9040,mail.co.cowlitz.wa.us.,65.183.210.194,2016-10-28 19:07:32.728,FALSE
9040,mail.co.cowlitz.wa.us.,65.183.210.194,2016-10-28 19:07:35.313,FALSE
9040,mail.co.cowlitz.wa.us.,65.183.210.194,2016-10-28 19:46:56.093,FALSE
9040,mail.co.cowlitz.wa.us.,65.183.210.194,2016-10-28 19:47:12.396,FALSE
9040,mail.co.cowlitz.wa.us.,65.183.210.194,2016-10-28 19:56:01.332,FALSE
9040,mail.co.cowlitz.wa.us.,65.183.210.194,2016-10-28 20:04:27.556,FALSE
9040,mail.co.cowlitz.wa.us.,65.183.210.194,2016-10-28 20:34:05.413,FALSE
9040,mail.co.cowlitz.wa.us.,65.183.210.194,2016-10-28 21:12:56.611,FALSE
938,xlprx.ris.lane.or.us.,199.79.32.23,2016-10-28 19:34:15.531,FALSE
938,xlprx.ris.lane.or.us.,199.79.32.23,2016-10-28 19:34:55.047,FALSE
938,xlprx.ris.lane.or.us.,199.79.32.23,2016-10-28 19:34:55.948,FALSE
938,xlprx.ris.lane.or.us.,199.79.32.23,2016-10-28 19:36:47.697,FALSE
938,xlprx.ris.lane.or.us.,199.79.32.23,2016-10-28 19:36:49.355,FALSE
938,xlprx.ris.lane.or.us.,199.79.32.23,2016-10-28 20:06:39.943,FALSE
938,xlprx.ris.lane.or.us.,199.79.32.23,2016-10-28 20:59:08.094,FALSE
938,xlprx.ris.lane.or.us.,199.79.32.23,2016-10-28 20:59:08.790,FALSE
938,xlprx.ris.lane.or.us.,199.79.32.23,2016-10-28 20:59:09.764,FALSE
4876,felix.co.island.wa.us.,24.113.118.126,2016-10-28 18:53:53.558,FALSE
4876,felix.co.island.wa.us.,24.113.118.126,2016-10-28 18:53:53.558,FALSE
4876,felix.co.island.wa.us.,24.113.118.126,2016-10-28 18:59:49.396,FALSE
4876,felix.co.island.wa.us.,24.113.118.126,2016-10-28 19:32:54.638,FALSE
4876,felix.co.island.wa.us.,24.113.118.126,2016-10-28 20:07:47.689,FALSE
4876,felix.co.island.wa.us.,24.113.118.126,2016-10-28 20:07:55.158,FALSE
4876,felix.co.island.wa.us.,24.113.118.126,2016-10-31 13:12:59.500,FALSE
8980,Comail.co.walla-walla.wa.us.,174.127.153.98,2016-10-28 20:17:10.479,FALSE
8980,Comail.co.walla-walla.wa.us.,174.127.153.98,2016-10-28 20:17:11.407,FALSE
7400,mail.douglascountywa.net.,66.172.102.120,2016-10-28 20:18:43.191,FALSE
7400,mail.douglascountywa.net.,66.172.102.120,2016-10-28 20:18:43.814,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-10-28 19:40:32.309,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-10-28 20:18:52.527,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-10-28 20:20:15.279,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-10-28 20:20:16.292,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-10-28 20:20:48.529,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-10-28 20:20:49.536,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-10-28 20:20:50.740,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-10-28 20:20:50.988,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-10-28 20:21:15.891,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-10-28 20:21:16.691,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-10-28 20:21:16.972,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-10-28 20:21:17.025,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-11-01 22:26:08.489,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-11-03 21:15:07.248,FALSE
2030,24-116-125-123.cpe.cableone.net.,24.116.125.123,2016-11-03 21:16:27.835,FALSE
7919,148.sub-70-214-36.myvzw.com.,70.214.36.148,2016-10-28 20:21:51.226,FALSE
2059,,12.178.167.197,2016-10-28 20:40:21.731,FALSE
2059,,12.178.167.197,2016-10-28 20:40:22.904,FALSE
54,,216.115.12.50,2016-10-28 19:30:01.681,FALSE
54,,216.115.12.50,2016-10-28 20:11:36.021,FALSE
54,,216.115.12.50,2016-10-28 20:39:21.850,FALSE
54,,216.115.12.50,2016-10-28 20:43:47.658,FALSE
54,,216.115.12.50,2016-10-28 20:43:48.263,FALSE
54,,216.115.12.50,2016-10-28 20:43:49.879,FALSE
54,,216.115.12.50,2016-10-28 20:43:50.167,FALSE
2032,,192.159.8.106,2016-10-28 21:01:53.543,FALSE
2032,,192.159.8.106,2016-10-28 21:01:53.888,FALSE
1965,,170.213.22.246,2016-10-28 19:54:11.365,FALSE
1965,,170.213.22.246,2016-10-28 19:54:12.015,FALSE
1965,,170.213.22.246,2016-10-28 19:54:16.873,FALSE
1965,,170.213.22.246,2016-10-28 19:54:17.024,FALSE
1965,,170.213.22.246,2016-10-28 19:55:35.751,FALSE
1965,,170.213.22.129,2016-10-28 19:57:24.640,FALSE
1965,,170.213.22.246,2016-10-28 19:57:49.234,FALSE
1965,,170.213.22.129,2016-10-28 21:07:51.017,FALSE
1965,,170.213.22.129,2016-10-28 21:07:51.412,FALSE
1965,,170.213.22.129,2016-10-28 21:22:45.524,FALSE
1965,,170.213.22.129,2016-10-28 21:22:46.503,FALSE
1965,,170.213.22.129,2016-10-28 21:46:21.445,FALSE
1965,,170.213.22.246,2016-10-28 21:50:14.571,FALSE
1965,,170.213.22.246,2016-10-28 21:50:15.579,FALSE
9538,,148.186.4.106,2016-10-28 21:23:15.297,FALSE
9538,,148.186.4.106,2016-10-28 21:23:15.641,FALSE
2594,,63.203.168.5,2016-10-28 21:48:15.957,FALSE
2594,,63.203.168.5,2016-10-28 21:48:16.386,FALSE
5268,ns1.lewiscountywa.gov.,209.34.142.130,2016-10-28 22:25:45.558,FALSE
5268,ns1.lewiscountywa.gov.,209.34.142.130,2016-10-28 22:41:41.563,FALSE
5268,ns1.lewiscountywa.gov.,209.34.142.130,2016-10-28 22:41:42.065,FALSE
547,,63.198.28.28,2016-10-29 19:30:00.084,FALSE
547,,63.198.28.28,2016-10-29 19:30:00.418,FALSE
8551,,158.61.0.233,2016-10-29 19:58:28.558,FALSE
8551,,158.61.0.233,2016-10-29 19:58:29.587,FALSE
8551,,158.61.0.233,2016-10-29 20:15:20.221,FALSE
8551,,158.61.0.233,2016-10-29 20:15:21.232,FALSE
8551,,158.61.0.233,2016-10-29 20:15:21.638,FALSE
8551,,158.61.0.233,2016-10-30 17:38:06.287,FALSE
4320,,98.142.36.66,2016-10-29 20:11:39.086,FALSE
4320,,98.142.36.66,2016-10-29 20:11:39.381,FALSE
4320,,98.142.36.66,2016-10-29 23:22:36.888,FALSE
4320,,98.142.36.66,2016-10-29 23:23:20.428,FALSE
4320,,2600:100f:b12e:25e9:25b5:eeb6:952a:ae21,2016-10-31 14:40:39.106,FALSE
4320,,98.142.36.66,2016-10-31 15:38:25.045,FALSE
6685,vpn.co.pope.mn.us.,136.234.67.95,2016-10-26 15:56:22.203,FALSE
6685,vpn.co.pope.mn.us.,136.234.67.95,2016-10-26 15:56:22.650,FALSE
6685,vpn.co.pope.mn.us.,66.102.8.198,2016-10-30 20:23:26.198,FALSE
5238,google-proxy-66-102-8-200.google.com.,66.102.8.200,2016-10-31 14:20:39.015,TRUE
3185,google-proxy-66-102-6-74.google.com.,66.102.6.74,2016-10-31 19:55:44.536,TRUE
3185,google-proxy-66-102-6-74.google.com.,66.102.6.76,2016-11-02 01:24:40.687,TRUE
2882,184-158-79-205.dyn.centurytel.net.,184.158.79.205,2016-11-02 15:46:50.872,FALSE
2805,,69.8.138.76,2016-10-31 15:04:58.009,FALSE
2805,,69.8.138.76,2016-10-31 15:07:29.292,FALSE
2805,,69.8.138.76,2016-10-31 15:07:29.284,FALSE
2805,,69.8.138.76,2016-11-04 14:49:03.985,FALSE
2805,,69.8.138.76,2016-11-04 14:49:39.603,FALSE
2805,,69.8.138.76,2016-11-04 14:53:26.326,FALSE
2805,,69.8.138.76,2016-11-04 14:53:27.236,FALSE
2700,,209.233.174.249,2016-10-28 19:15:47.585,FALSE
2700,,209.233.174.249,2016-10-28 19:15:55.275,FALSE
2700,,209.233.174.249,2016-10-28 19:15:56.284,FALSE
2700,,209.233.174.249,2016-10-28 19:21:43.640,FALSE
2700,,209.233.174.249,2016-10-28 19:24:52.226,FALSE
2700,,209.233.174.249,2016-10-28 19:33:54.075,FALSE
2700,,2600:1010:b055:4e16:ac21:ae7d:75e9:faff,2016-10-28 20:12:21.760,FALSE
2700,,209.233.174.249,2016-10-28 21:38:51.287,FALSE
2323,,204.107.69.50,2016-10-28 21:08:04.032,FALSE
2323,,204.107.69.50,2016-10-28 21:08:04.369,FALSE
2323,,204.107.69.50,2016-10-28 21:14:20.960,FALSE
2323,,204.107.69.50,2016-10-28 21:14:49.411,FALSE
2323,,204.107.69.50,2016-10-28 21:14:50.413,FALSE
2323,,204.107.69.50,2016-10-28 22:11:01.197,FALSE
2323,,204.107.69.50,2016-10-28 22:11:01.475,FALSE
2323,,204.107.69.50,2016-10-28 22:11:01.859,FALSE
2323,,204.107.69.50,2016-10-28 22:11:02.352,FALSE
2323,,204.107.69.50,2016-11-01 18:36:59.806,FALSE
9825,adsl-76-237-142-93.dsl.chcgil.sbcglobal.net.,76.237.142.93,2016-10-28 19:20:05.506,FALSE
